Run ID,Name,Source Type,Source Name,User,Status,estimator,estimatorParamMapsLength,evaluator,maxBins,maxDepth,mlEstimatorUid,mlModelClass,numFolds,numTrees,avg_rmse,std_rmse,testData_rmse
78e9417520fb4dc7aec21ea9f32972e5,,,,moussagarba@icloud.com,RUNNING,,,,8,10,Pipeline_28022c98285d,Pipeline,,,0.1704821311219988,0.016122834315816993,
8b07cf15230541cab5fff4f9b6fd054e,,,,moussagarba@icloud.com,RUNNING,,,,4,10,Pipeline_28022c98285d,Pipeline,,,0.186610839354003,0.012473909317673317,
2043bb8e9c714531ad44c5418feffb7c,,,,moussagarba@icloud.com,RUNNING,,,,2,10,Pipeline_28022c98285d,Pipeline,,,0.20122706583961913,0.013444248713553847,
7b6fcdedd3fd406eac63aac08e73cd4c,,,,moussagarba@icloud.com,RUNNING,,,,8,9,Pipeline_28022c98285d,Pipeline,,,0.17032497066508703,0.016386556720749693,
fa123cf65c614eaf958df69d73c37c94,,,,moussagarba@icloud.com,RUNNING,,,,4,9,Pipeline_28022c98285d,Pipeline,,,0.18554987495506656,0.011721683544397236,
0368bb570a0b43248b73de2a6e1a1df6,,,,moussagarba@icloud.com,RUNNING,,,,2,9,Pipeline_28022c98285d,Pipeline,,,0.20040964383274543,0.013103430516200497,
746e65bdb0b54b119b56456061361606,,,,moussagarba@icloud.com,RUNNING,,,,8,8,Pipeline_28022c98285d,Pipeline,,,0.170386309781608,0.015464154692959607,
bc51345344794bdc9ba7498311fb12fa,,,,moussagarba@icloud.com,RUNNING,,,,4,8,Pipeline_28022c98285d,Pipeline,,,0.1834042521470722,0.011580263465435432,
7f56a57f28ac43f4967825b1633e2fb5,,,,moussagarba@icloud.com,RUNNING,,,,2,8,Pipeline_28022c98285d,Pipeline,,,0.19918214980302898,0.013193039606503847,
c6b63ce24767418880bb20b38102f443,,,,moussagarba@icloud.com,RUNNING,,,,8,7,Pipeline_28022c98285d,Pipeline,,,0.16998965268361443,0.015407193177443152,
41c45f1d245b484e945e02c88b327d5b,,,,moussagarba@icloud.com,RUNNING,,,,4,7,Pipeline_28022c98285d,Pipeline,,,0.1807714883850583,0.010803910293309104,
c95c137cc8a242389fe2db57010698d5,,,,moussagarba@icloud.com,RUNNING,,,,2,7,Pipeline_28022c98285d,Pipeline,,,0.20132591472358743,0.013331190780090534,
c281df3851af4d43acd9d568a4644d9a,,,,moussagarba@icloud.com,RUNNING,,,,8,6,Pipeline_28022c98285d,Pipeline,,,0.16924361688195863,0.014406001619326812,
7f9938eb947347109765946fbbf81883,,,,moussagarba@icloud.com,RUNNING,,,,4,6,Pipeline_28022c98285d,Pipeline,,,0.18086078880488118,0.011560289039211883,
731e01758f5243c2bf0c3d4cc9d1cd4f,,,,moussagarba@icloud.com,RUNNING,,,,2,6,Pipeline_28022c98285d,Pipeline,,,0.20302548853569144,0.013707512718089275,
f969c063e3b645df8189b9c730e30c37,,,,moussagarba@icloud.com,RUNNING,,,,8,5,Pipeline_28022c98285d,Pipeline,,,0.16749117077708717,0.013203491813204581,
10b1a323dd3d4dc58476c73d2b0fbf0a,,,,moussagarba@icloud.com,RUNNING,,,,4,5,Pipeline_28022c98285d,Pipeline,,,0.18064448346613368,0.013103056790414094,
eb719ed924184906a0d910615b8da32a,,,,moussagarba@icloud.com,RUNNING,,,,2,5,Pipeline_28022c98285d,Pipeline,,,0.20493215177283863,0.014751461572750493,
5a20473ab0a942288445cf0960194987,,,,moussagarba@icloud.com,RUNNING,,,,8,4,Pipeline_28022c98285d,Pipeline,,,0.16735133658416243,0.012440441750124797,
4070cfbe70b743a39df838da3a6ab9c0,,,,moussagarba@icloud.com,RUNNING,,,,4,4,Pipeline_28022c98285d,Pipeline,,,0.18250120799564562,0.014970235159066076,
09a7095f5317489191ec85cf271b3e8a,,,,moussagarba@icloud.com,RUNNING,,,,2,4,Pipeline_28022c98285d,Pipeline,,,0.20794237356976786,0.014588946034346533,
79b078c8aaee48f490152847f9d5347a,,,,moussagarba@icloud.com,RUNNING,,,,8,3,Pipeline_28022c98285d,Pipeline,,,0.17325510869143004,0.013180023484175987,
bf39169c89094259b7624c2906c814b9,,,,moussagarba@icloud.com,RUNNING,,,,4,3,Pipeline_28022c98285d,Pipeline,,,0.1879704221199169,0.01421204632079433,
40a2dae0ca5b4f7fb069c99cbdb133a2,,,,moussagarba@icloud.com,RUNNING,,,,2,3,Pipeline_28022c98285d,Pipeline,,,0.2118904672505922,0.014563167946168267,
bcd155fd5b5844679b92d4f2e6a107d2,,,,moussagarba@icloud.com,RUNNING,,,,8,2,Pipeline_28022c98285d,Pipeline,,,0.1833010378645029,0.014018273596194277,
31d8fa44e3f04f949dd0370164e1bddb,,,,moussagarba@icloud.com,RUNNING,,,,4,2,Pipeline_28022c98285d,Pipeline,,,0.1966289969475543,0.01436724148824589,
1173cd9cd5ef4672a809fad5b7ddde60,,,,moussagarba@icloud.com,RUNNING,,,,2,2,Pipeline_28022c98285d,Pipeline,,,0.21648356037282898,0.014265733483403936,
8930d00d87c94ead8def683f5317acca,,NOTEBOOK,/Users/moussagarba@icloud.com/3.Researching the model that will be best for the type of data/Random_forest merged_emp (1),moussagarba@icloud.com,FINISHED,Pipeline,27,RegressionEvaluator,,,CrossValidator_e53951f23ae7,CrossValidator,3,,,,0.12166575354011772
6bbf661f5d9e4411bfc02df67d6f0c11,,,,moussagarba@icloud.com,RUNNING,,,,,25,Pipeline_28022c98285d,Pipeline,,50,0.15640359452995298,0.006323733945713954,
e8c97ab63a5c43f7a15d7b2d09ab26e3,,,,moussagarba@icloud.com,RUNNING,,,,,15,Pipeline_28022c98285d,Pipeline,,50,0.156380075104972,0.006342335015923733,
4b7e3179d43f4477b812dfa63c67912e,,,,moussagarba@icloud.com,RUNNING,,,,,5,Pipeline_28022c98285d,Pipeline,,50,0.15835636812297427,0.007119159647181627,
349f24de1df647e4b22b506cad28e6bf,,,,moussagarba@icloud.com,RUNNING,,,,,25,Pipeline_28022c98285d,Pipeline,,30,0.1586889399182235,0.009758438920202185,
a9b81bbb578c4026b87ee55dd5cd18fb,,,,moussagarba@icloud.com,RUNNING,,,,,15,Pipeline_28022c98285d,Pipeline,,30,0.15866754152074483,0.009783485235414988,
200d99158c9645549cfc9168ae709a21,,,,moussagarba@icloud.com,RUNNING,,,,,5,Pipeline_28022c98285d,Pipeline,,30,0.16030053470898153,0.011335881171683977,
a6d9911ae73c434b9a75095a0a7111f9,,,,moussagarba@icloud.com,RUNNING,,,,,25,Pipeline_28022c98285d,Pipeline,,10,0.16524695010995866,0.007677231834292611,
329b8403d5ab49828673b6d1317d83b2,,,,moussagarba@icloud.com,RUNNING,,,,,15,Pipeline_28022c98285d,Pipeline,,10,0.16520196334144924,0.007752624881023439,
a0cc87c590a34f32bd1d2176313467a0,,,,moussagarba@icloud.com,RUNNING,,,,,5,Pipeline_28022c98285d,Pipeline,,10,0.16814655846399096,0.010214696541691933,
45f901ec74aa4e08b7ae42e58fb38f35,,NOTEBOOK,/Users/moussagarba@icloud.com/3.Researching the model that will be best for the type of data/Random_forest merged_emp (1),moussagarba@icloud.com,FINISHED,Pipeline,9,RegressionEvaluator,,,CrossValidator_74b240dd030e,CrossValidator,3,,,,
